id,locus_1,locus_2,locus_3,locus_4,locus_5,locus_6,locus_7,locus_8,locus_9,locus_10,locus_11,locus_12,locus_13,locus_14,locus_15
sample_2218,127,236,105,370,428,101,215,168,100,78,127,239,205,264,124
sample_2219,129,239,105,370,426,104,210,168,100,78,127,239,205,261,124
sample_2220,123,233,105,364,426,107,215,172,109,84,121,233,201,270,124
sample_2221,123,239,101,362,428,107,210,172,106,84,123,236,205,262,122
sample_2222,129,239,105,368,426,101,215,164,106,78,127,239,209,261,122
sample_2223,121,233,109,361,424,98,215,172,100,78,121,236,205,266,124
sample_2224,127,239,109,372,428,104,210,164,106,82,129,242,213,272,122
sample_2225,125,239,113,364,426,104,215,159,100,86,121,239,205,264,122
sample_2226,125,242,101,368,428,107,210,164,109,82,127,233,213,270,124
sample_2227,125,239,113,370,426,101,215,168,100,78,123,239,209,261,124
sample_2228,119,236,105,361,426,104,210,164,109,84,121,236,201,264,124
sample_2229,125,242,101,372,428,101,215,164,103,82,127,236,213,270,122
sample_2230,127,239,105,364,428,104,210,164,103,86,125,236,205,262,122
sample_2231,127,245,105,372,428,107,215,164,109,84,127,245,213,272,124
sample_2232,129,242,105,370,422,101,210,172,100,78,127,242,205,261,124
sample_2233,123,239,109,364,426,110,215,172,106,86,123,239,209,264,124
sample_2234,123,245,109,368,426,101,215,172,103,80,125,239,205,264,122
sample_2235,121,233,109,364,426,104,210,172,100,80,125,233,205,264,122
sample_2236,123,242,101,361,422,104,215,164,112,84,123,239,213,262,124
sample_2237,127,236,105,364,428,98,210,164,106,82,129,242,213,272,124
sample_2238,125,242,105,372,428,104,210,164,112,82,125,245,209,266,122
sample_2239,127,245,109,364,426,104,210,164,97,82,129,236,209,272,122
sample_2240,125,245,101,372,428,104,210,172,109,82,129,245,209,262,122
sample_2241,127,245,109,372,426,104,215,168,103,80,127,233,209,262,122
sample_2242,125,233,101,366,426,107,210,164,106,82,125,245,213,272,122
sample_2243,127,233,105,372,428,98,210,172,103,82,125,245,209,272,122
sample_2244,127,245,109,372,428,104,210,164,106,80,125,239,213,270,122
sample_2245,121,242,113,370,424,101,215,172,103,84,125,239,209,264,124
sample_2246,121,239,109,364,424,107,210,172,106,86,125,242,209,262,124
sample_2247,125,239,105,370,422,104,215,172,106,80,125,239,213,261,124
sample_2248,121,245,113,364,424,98,215,172,100,80,123,239,205,262,122
sample_2249,127,245,105,362,426,98,210,168,109,82,127,236,213,262,122
sample_2250,121,236,113,361,424,98,215,176,103,82,123,245,205,264,124
sample_2251,119,239,105,364,428,107,210,164,112,82,123,233,213,268,124
sample_2252,129,242,109,372,428,104,215,164,109,80,127,242,213,262,122
sample_2253,121,239,105,364,426,104,215,172,106,84,123,239,209,264,122
sample_2254,125,245,109,372,428,104,210,164,109,82,129,245,209,266,124
sample_2255,125,236,113,370,424,104,215,172,103,86,123,239,213,270,124
sample_2256,127,245,101,372,428,104,215,172,97,80,127,245,213,262,122
sample_2257,119,236,105,361,424,107,210,168,106,82,125,236,201,270,122
sample_2258,121,236,113,361,424,98,210,172,100,78,121,239,205,261,122
sample_2259,129,245,105,372,428,110,215,164,109,82,127,233,205,272,122
sample_2260,127,239,105,364,428,104,210,164,109,82,129,245,209,264,122
sample_2261,129,239,101,364,428,110,210,164,109,80,125,245,209,266,122
sample_2262,129,233,113,368,426,98,215,168,97,82,129,239,205,264,124
sample_2263,127,242,105,368,428,98,215,164,109,80,129,245,209,272,122
sample_2264,127,242,109,372,426,104,210,176,97,82,125,239,205,264,124
sample_2265,125,239,109,370,428,101,215,172,103,80,125,236,205,261,124
sample_2266,129,236,101,368,428,107,210,164,103,82,129,245,209,266,122
sample_2267,129,239,109,372,426,104,215,164,97,78,129,239,205,261,124
sample_2268,123,236,105,364,428,101,210,172,106,86,125,236,201,264,122
sample_2269,123,233,113,361,424,98,210,172,100,78,121,245,205,262,122
sample_2270,123,233,113,362,424,98,210,172,103,78,121,242,205,262,124
sample_2271,129,242,101,364,428,110,210,164,109,82,127,242,213,272,122
sample_2272,127,245,109,364,426,107,210,164,109,82,125,239,205,268,122
sample_2273,119,233,105,361,426,107,210,164,97,86,123,233,205,264,124
sample_2274,125,239,113,362,424,98,210,172,106,86,123,233,205,262,122
sample_2275,127,233,105,372,428,110,210,164,106,82,125,233,213,272,124
sample_2276,121,236,101,364,426,107,215,164,100,84,125,233,213,262,122
sample_2277,125,245,109,362,426,110,210,164,103,84,129,245,209,262,122
sample_2278,125,239,113,370,426,98,215,168,100,80,125,242,205,261,124
sample_2279,127,245,101,362,428,107,210,164,109,80,125,242,213,270,122
sample_2280,125,245,105,364,428,107,210,164,109,82,125,242,209,270,122
sample_2281,123,239,109,372,424,101,215,164,106,80,127,239,213,261,124
sample_2282,121,236,105,366,424,107,215,168,106,82,125,236,209,268,124
sample_2283,123,233,109,368,422,104,215,164,97,80,125,239,205,264,124
sample_2284,123,239,105,370,424,98,215,172,97,80,123,239,209,261,124
sample_2285,127,242,105,370,428,104,210,159,109,84,127,242,213,268,122
sample_2286,121,233,101,364,426,104,210,172,106,86,125,242,205,264,124
sample_2287,125,239,109,370,428,101,215,168,103,80,125,239,205,262,124
sample_2288,121,239,109,368,426,98,210,172,112,86,123,239,201,262,124
sample_2289,127,233,105,370,426,107,215,168,100,78,127,239,209,264,122
sample_2290,125,239,109,364,428,107,210,159,109,84,125,242,209,272,122
sample_2291,123,236,113,364,426,98,210,176,100,78,121,242,205,264,122
sample_2292,123,239,105,361,426,98,210,172,100,78,121,233,201,264,124
sample_2293,123,242,105,366,428,110,210,164,106,86,123,239,205,262,124
sample_2294,129,242,105,372,428,101,210,164,109,82,127,245,213,264,122
sample_2295,119,233,113,361,426,98,215,172,106,82,123,239,201,262,122
sample_2296,119,239,105,361,428,107,210,172,112,84,127,233,205,270,122
sample_2297,121,239,109,366,426,107,215,172,106,84,125,239,209,264,124
sample_2298,121,239,105,372,428,98,215,168,106,80,129,236,205,261,124
sample_2299,125,233,105,366,424,98,215,164,112,80,127,245,213,272,122
sample_2300,121,233,105,362,424,98,215,172,100,84,123,242,205,266,122
sample_2301,121,233,113,362,424,98,215,176,103,78,125,233,205,264,122
sample_2302,121,239,109,372,428,101,215,168,100,78,125,239,205,264,124
sample_2303,121,236,109,370,424,107,210,172,103,84,125,236,209,261,122
sample_2304,127,239,109,372,428,101,215,164,103,80,125,239,205,261,122
sample_2305,125,242,105,362,426,107,210,164,103,84,129,245,213,268,122
sample_2306,129,245,105,370,428,104,210,168,109,84,129,245,213,266,122
sample_2307,123,233,105,362,424,107,215,172,100,80,121,236,205,261,124
sample_2308,129,239,113,372,428,104,215,176,100,78,125,236,213,261,122
sample_2309,125,245,109,372,422,104,215,168,97,80,127,239,213,261,124
sample_2310,121,236,105,364,428,107,210,168,109,84,125,239,205,262,122
sample_2311,129,236,101,366,428,98,210,168,106,82,119,236,205,262,124
sample_2312,123,233,109,362,422,98,215,172,106,84,123,239,205,270,124
sample_2313,129,233,109,368,426,104,210,164,106,82,129,245,213,272,122
sample_2314,127,236,105,370,428,104,210,164,109,82,129,245,213,264,122
sample_2315,127,245,101,372,428,107,210,164,103,82,125,242,209,272,122
sample_2316,127,236,101,372,428,98,210,168,109,82,127,245,205,266,124
sample_2317,129,245,101,362,428,101,210,164,106,82,129,242,213,272,122
sample_2318,127,242,101,368,426,98,210,164,109,82,129,242,213,272,122
sample_2319,127,245,109,364,428,107,210,168,109,80,127,245,209,262,122
sample_2320,129,239,109,370,426,104,215,164,100,78,123,239,213,264,124
sample_2321,121,233,113,361,426,104,210,172,103,82,121,245,201,264,124
sample_2322,119,236,113,362,424,110,210,164,97,82,121,236,209,264,124
sample_2323,129,239,105,368,426,98,210,168,106,86,121,236,205,261,124
sample_2324,121,239,109,372,426,104,215,172,97,80,125,239,209,264,124
sample_2325,119,236,105,361,428,107,210,172,97,84,127,239,209,268,124
sample_2326,121,236,113,361,424,104,210,172,100,78,121,245,205,262,122
sample_2327,121,233,113,361,424,98,215,172,103,80,123,233,205,266,122
sample_2328,129,239,105,372,428,104,215,168,97,80,125,239,209,261,122
sample_2329,121,233,105,368,422,104,215,164,109,86,123,239,205,264,124
sample_2330,121,239,113,361,424,98,210,172,103,84,123,236,205,262,122
sample_2331,121,245,113,361,424,98,215,172,106,78,123,233,205,262,124
sample_2332,123,239,113,370,428,104,215,168,100,80,125,239,205,261,124
sample_2333,121,236,109,370,428,107,210,168,106,86,125,236,205,261,122
sample_2334,121,245,109,361,424,101,215,172,100,80,125,233,205,264,124
sample_2335,125,236,105,372,428,104,210,164,109,82,127,245,213,262,122
sample_2336,129,239,109,368,428,110,215,168,103,82,129,242,213,270,122
sample_2337,125,239,105,372,424,101,210,168,100,78,129,239,209,261,124
sample_2338,123,245,113,361,424,104,210,172,100,78,121,245,205,262,124
sample_2339,121,239,105,364,428,101,210,172,112,86,119,233,213,270,122
sample_2340,125,233,105,368,428,107,215,164,106,82,127,239,205,262,124
sample_2341,129,245,105,364,428,98,210,159,109,80,125,242,209,268,122
sample_2342,129,233,113,364,424,104,210,172,97,86,119,233,213,261,122
sample_2343,121,233,113,364,424,101,215,176,100,82,123,233,205,262,122
sample_2344,125,245,101,364,426,98,215,172,109,84,125,236,209,272,122
sample_2345,129,245,101,364,428,104,210,164,106,82,125,242,205,272,122
sample_2346,123,239,109,370,424,101,210,168,97,78,127,233,205,262,124
sample_2347,121,236,105,372,428,101,215,168,100,82,123,245,205,261,124
sample_2348,125,239,105,362,424,110,210,176,106,82,125,236,205,264,124
sample_2349,125,239,105,370,424,101,215,168,106,80,125,239,213,262,124
sample_2350,123,242,105,364,424,107,210,172,97,86,123,236,213,264,122
sample_2351,121,233,113,361,428,98,215,172,103,82,123,242,205,264,124
sample_2352,123,239,105,370,426,101,215,159,106,78,125,239,205,261,122
sample_2353,121,233,113,361,424,98,210,176,100,80,121,233,205,262,122
sample_2354,129,245,101,372,428,107,210,164,109,82,129,245,213,272,122
sample_2355,123,245,105,372,426,101,215,172,106,78,127,239,205,262,122
sample_2356,127,239,109,372,426,101,215,164,106,80,125,242,209,261,122
sample_2357,123,233,113,361,424,98,215,176,103,80,123,233,205,264,122
sample_2358,121,233,105,361,424,98,215,172,103,78,121,239,205,264,122
sample_2359,127,245,105,364,428,101,210,164,109,80,127,239,205,264,122
sample_2360,125,239,105,372,428,104,215,168,106,82,127,239,209,261,124
sample_2361,125,233,113,372,422,104,215,168,97,78,127,239,205,261,124
sample_2362,127,242,105,368,428,110,215,159,109,82,127,242,209,272,122
sample_2363,119,239,105,362,426,98,210,172,97,86,123,233,205,262,124
sample_2364,121,233,109,361,424,98,215,172,106,82,121,233,205,264,122
sample_2365,119,236,113,361,426,98,210,172,109,86,125,242,213,270,122
sample_2366,123,245,113,362,424,98,215,172,100,78,121,245,205,262,124
sample_2367,129,233,105,366,428,107,210,164,106,82,127,242,209,268,122
sample_2368,123,233,105,361,424,98,210,176,106,84,121,236,205,264,122
sample_2369,127,242,105,362,428,104,210,164,109,82,127,242,213,264,122
sample_2370,125,233,105,370,424,101,215,172,97,80,129,233,213,261,124
sample_2371,127,239,105,361,426,107,210,172,112,82,119,236,205,261,122
sample_2372,121,239,109,372,426,101,215,168,106,82,125,239,205,261,122
sample_2373,129,239,105,372,424,104,215,176,100,78,127,239,209,262,122
sample_2374,129,239,105,364,426,98,210,172,109,86,121,242,213,262,122
sample_2375,127,245,105,364,424,104,210,164,109,82,129,239,213,272,122
sample_2376,121,242,109,362,428,107,215,168,106,82,125,233,209,264,124
sample_2377,123,236,105,364,424,104,215,172,106,84,125,239,213,264,124
sample_2378,121,236,113,361,426,98,210,176,100,84,121,242,205,266,122
sample_2379,119,236,113,362,424,98,215,176,103,82,123,233,205,262,122
sample_2380,127,242,105,368,428,98,210,159,109,84,129,245,209,262,124
sample_2381,121,236,109,361,426,98,215,176,103,80,123,242,205,264,122
sample_2382,121,236,109,364,424,98,215,176,103,82,121,233,205,262,122
sample_2383,123,242,109,366,424,104,215,172,106,84,125,236,205,262,124
sample_2384,121,233,101,361,426,101,210,164,112,80,121,236,205,262,124
sample_2385,121,239,113,366,428,107,210,176,106,82,121,236,205,266,122
sample_2386,123,233,113,362,424,98,215,172,103,80,123,245,205,262,122
sample_2387,127,242,101,364,428,107,210,164,109,82,127,245,213,266,122
sample_2388,125,239,105,372,424,101,215,176,100,80,125,239,205,261,124
sample_2389,127,233,105,370,428,104,210,168,109,80,125,236,213,270,122
sample_2390,125,236,109,370,426,107,210,159,109,86,125,236,201,261,122
sample_2391,129,239,113,370,422,101,215,172,100,82,125,245,213,262,124
sample_2392,119,236,113,361,428,98,215,176,103,80,121,239,205,264,122
sample_2393,123,236,109,366,428,104,210,164,106,86,123,242,209,264,124
sample_2394,129,245,101,372,428,101,215,159,106,82,129,242,209,272,122
sample_2395,121,233,113,368,428,104,210,176,112,86,123,236,209,264,124
sample_2396,127,239,105,372,422,101,215,172,103,80,129,239,213,261,124
sample_2397,127,245,101,364,426,110,210,164,103,82,129,242,213,262,122
sample_2398,127,236,105,364,426,101,210,164,109,80,127,245,213,262,122
sample_2399,127,233,105,368,424,107,210,164,109,82,127,233,213,268,122
sample_2400,127,245,105,370,422,104,215,168,97,80,127,239,209,261,124
sample_2401,127,242,105,364,424,101,210,164,106,80,127,239,213,272,122
sample_2402,119,233,105,361,428,101,210,176,103,80,125,236,205,264,124
sample_2403,123,239,113,364,426,98,215,172,103,80,123,242,205,264,124
sample_2404,123,233,109,361,426,104,215,176,103,80,123,242,205,262,122
sample_2405,125,236,109,372,428,104,215,168,106,80,123,239,209,261,124
sample_2406,125,239,113,372,428,104,215,164,97,78,125,245,209,261,124
sample_2407,119,242,105,364,428,110,210,168,106,84,123,242,209,266,124
sample_2408,123,239,113,372,428,101,215,164,100,80,125,233,209,264,124
sample_2409,129,245,105,366,426,104,210,164,112,82,127,236,213,266,122
sample_2410,123,239,105,372,428,101,215,164,103,80,125,236,209,261,124
sample_2411,125,239,105,372,426,101,215,168,97,78,123,242,205,262,124
sample_2412,127,233,105,364,428,101,210,164,109,82,125,242,213,262,122
sample_2413,123,233,109,364,424,104,215,176,100,82,125,245,205,262,122
sample_2414,125,245,109,368,428,104,210,159,109,80,127,245,213,262,122
sample_2415,127,239,109,372,424,107,215,168,100,82,123,239,209,264,124
sample_2416,121,236,105,362,424,110,210,172,106,86,123,236,213,266,122
sample_2417,123,236,113,361,424,98,215,176,103,82,121,239,205,262,122
sample_2418,127,233,109,372,428,104,215,164,100,80,129,239,209,264,124
sample_2419,129,239,105,370,424,101,215,172,106,78,127,245,213,261,124
sample_2420,127,239,105,372,428,101,215,168,100,80,125,239,205,264,122
sample_2421,129,245,105,372,426,104,210,164,109,82,127,242,213,272,122
sample_2422,125,233,105,372,422,101,215,168,103,80,125,236,205,261,122
sample_2423,123,236,105,362,424,98,215,164,109,86,119,236,205,266,124
sample_2424,125,242,101,368,426,101,210,164,106,82,129,242,213,262,122
sample_2425,127,245,105,364,424,98,210,159,109,82,129,233,209,272,122
sample_2426,125,242,113,368,422,104,210,172,109,86,121,236,205,264,124
sample_2427,125,239,101,366,428,110,210,164,109,84,129,245,213,266,124
sample_2428,123,233,105,364,428,107,210,172,106,82,125,236,205,262,122
sample_2429,119,239,105,364,422,104,215,172,106,86,125,239,209,262,124
sample_2430,121,233,113,361,424,98,215,176,100,82,125,236,205,264,124
sample_2431,129,242,109,368,428,101,210,164,109,82,129,242,213,264,124
sample_2432,121,236,109,372,426,107,215,168,100,80,125,239,205,261,124
sample_2433,125,233,109,364,428,107,210,176,97,82,123,239,213,264,122
sample_2434,127,242,105,372,424,104,215,168,106,78,129,239,205,264,122
sample_2435,119,239,109,361,426,107,210,172,106,82,125,233,213,262,124
sample_2436,125,245,109,364,428,104,210,164,109,80,129,245,209,268,122
sample_2437,125,236,109,364,428,104,215,172,97,86,125,239,209,266,122
sample_2438,129,239,105,370,426,104,215,164,100,82,125,242,213,262,124
sample_2439,121,239,105,372,422,101,215,168,103,78,125,236,213,261,124
sample_2440,127,242,109,372,428,101,215,164,100,80,129,239,213,261,122
sample_2441,121,233,113,361,424,98,215,172,100,78,125,239,205,264,122
sample_2442,121,236,109,362,426,107,215,164,109,86,125,233,205,262,124
sample_2443,127,242,101,372,428,104,215,164,109,82,125,233,213,262,122
sample_2444,125,236,109,372,426,107,215,159,109,82,127,242,209,272,122
sample_2445,129,242,101,370,428,110,210,164,106,80,127,245,213,262,122
sample_2446,127,236,101,364,424,98,210,164,109,82,125,242,209,272,122
sample_2447,129,245,109,368,426,98,210,168,109,80,125,242,209,266,122
sample_2448,123,239,105,362,424,98,215,172,100,78,121,233,205,264,124
sample_2449,125,245,109,364,428,104,210,168,109,82,125,233,213,272,122
sample_2450,125,245,105,366,428,104,210,164,106,82,127,242,205,272,124
sample_2451,129,236,105,366,428,98,210,164,106,84,129,242,201,264,124
sample_2452,121,233,105,364,426,98,210,164,100,86,123,239,205,262,124
sample_2453,129,239,109,370,428,98,215,164,106,82,125,233,205,262,124
sample_2454,129,245,101,372,426,104,210,172,109,82,127,245,213,264,124
sample_2455,129,233,105,364,428,98,210,164,109,82,129,245,213,272,124
sample_2456,127,239,105,372,422,104,215,164,106,80,127,233,209,261,124
sample_2457,121,233,109,362,424,98,215,172,100,82,123,242,205,264,122
sample_2458,121,236,113,361,428,98,215,172,100,82,123,245,205,264,124
sample_2459,125,236,113,368,422,101,215,164,103,78,127,233,205,261,124
